pente	biais	MAEpentre	maeBiais
-40.0	-40.0	-199975.0	-40.0
59.9875	-20.0	133323.33124999996	-69.99375000000002
-6.014149133663352	14.65037128712872	-86710.49132271032	-2.3425541460395904
36.48682690922966	15.798569574570928	54965.93821712977	-22.444843880043827
9.81212785665679	26.69094174544324	-33959.61726070733	1.7848778171148485
26.129390203506354	25.833325495667857	20434.40558064059	-7.231369606085332
16.408072325196663	29.27352552296412	-11973.327666718402	1.0694893603657685
22.047780464481384	28.7697718449203	6826.891292426233	-2.2541183873203603
18.863998081496945	29.821000303570816	-3786.7728954817208	0.3890012628223522
20.612508699661014	29.64138223370038	2041.9770592031405	-0.6648721161301334
19.678978226954147	29.945341760602602	-1070.0987513286536	0.10585264712549886
20.163351446859686	29.897428250321386	544.5833339816021	-0.18424747310847656
19.91928996765337	29.980000940341313	-269.036893297662	0.020355956514657336
20.038668258915745	29.97096850142208	128.91515684492526	-0.04836562803580799
19.982031795516257	29.992217035644774	-59.89311816438125	0.0012011378866002786
20.008084192984	29.991694562903426	26.952810030714133	-0.012347533588610063
19.996476298601447	29.997012333689412	-11.74476477892114	-0.0012258156113457552
20.001484391162986	29.99753503449786	4.949450424565137	-0.003207161083658949
19.9993947889064	29.99888906180651	-2.016915711417659	-8.083326467033913E-4
20.000237877134406	29.999226951850645	0.7933499516178668	-8.919867165308127E-4
19.999909533423633	29.999596118355125	-0.3013683914971329	-3.5864835667140935E-4
20.000033025823026	29.99974308249388	0.11022003980897138	-2.734304175904789E-4
19.99998830789028	29.99985401733881	-0.038902656419333874	-1.4013660634796922E-4
20.000003935013577	29.99991030994778	0.013162212785572064	-9.165755898054683E-5
19.999998700126536	29.99994676407411	-0.004306510229314799	-5.2585989137643455E-5
20.00000039595733	29.99996747154602	0.0013361879836793734	-3.272643269149E-5
